name,country,date,review_score,review_header,review_body
A girl has no name,US,"Updated Jul 28, 2020",4,Just know that they will start charging…,"Update: After seeing my review, they reached out and refunded the fees. Just know that they will start charging you for creating a droplet. I only wanted to test them out since there weren't a ton of reviews at the time. I never had any functioning website, but still accrued usage charges. Was told by customer support they don't give refunds. Stay far far away from this company."
Per Svensson,NL,"Jul 16, 2020",1,Like Russian roulette for your business,"I'm not referring to the hardware itself, sure it may be a bit older and slower than the competition, but that's pretty much the only thing that has been working good at Digitalocean. Had a small web hosting company built on Digitalocean droplets for many years until just a few days ago when tickets from my customers started to roll in, they said they couldn't reach their sites so I logged in only to find out the entire account was locked and all servers removed. Thank god for external backups but my life work is currently offline. Took the support multiple days to respond to my simple question about why I was banned and it didn't really solved anything. Keep in mind that they didn't even attempted to contact me to let me know something was wrong, or even that my account was banned."
Magnus Lind,SE,"Updated Jul 15, 2020",1,Banned after years of usage without notification or explaination,"Yeah, you've probably seen lot's of reviews like this in the past from people who know they did something wrong but refuse to accept it. Here I'm minding my own business as a loyal customer for many years, until I notice some odd responses from the API, error code 403 access denied so I log in to the site, only to find out that my account was locked a few days earlier and that there should be a ticket explaining why, surprise surprise, no such ticket existed. Created a new ticket to ask what's going on but haven't received a response yet. Been waiting for a few days now... Guess I'll have to migrate to another cloud, they could at least have told me why I'm not longer a worthy customer. But why should they care? they're one of the biggest players around and as soon as I leave 50 other sheep will probably sign up within a few days covering up the financial hole I left. Edit: hello Heather, thanks for a your quick response, I understand that your support system can be flooded from time to time. But I don't consider this ""priority by bad reviews"" system very good. You have a lot to improve with your support system and your anti abuse system as well it seems. No offense but I'll keep my place in line, most of my customers are already migrated to other providers anyway so I'll keep my business elsewhere until I see some kind of proof that Digitalocean can handle support tickets within reasonable time, especially when it affect lot's of innocent people."
Generation WhY,CA,"Updated Jul 14, 2020",4,Digital Ocean Review,"Contacted Digital Ocean about a fraudulent website being hosted by them. The evidence provided clearly shows that our entire website was literally ""copy and pasted"" and published on another using Digital Ocean. ____ Update: Digital Ocean responded and addressed our issues successfully."
Berz Qwer,RU,"Jul 13, 2020",1,Zero customer service,On having finished my project I tried to shut down the working instance but I could not sign in due to some bugs in the authentification process. I was unable to delete my instances so I decided to delete my account. But then I found out that I still have to pay for the unused services. I tried to contact the support center but instead of any assistance the just told me what I knew beforehand -- my account was deactivated. I filed another request for assistance in stopping my legal interactions with DO but that time they just ignored me. So I guess it is the last resort to impact the situation. Otherwise it will be better to take a legal action.
Tolanar,MT,"Jul 13, 2020",5,They was one who changed whole market.,"They was one who changed whole market. Sad to admit, but in 2020 they are much worst than competitors that they grow. Guys, you need massive changes inside your company. This is unacceptable."
SS,GB,"Jul 9, 2020",1,Terrible company,Terrible company - had issues with the web console to access. Raised the ticket 3 days ago - no response yet and we have no access to the server.
Rahul Sharma,IN,"Updated Jul 9, 2020",2,Use at your own risk.,"Use at your own risk. They have no support team. I opened a ticket, it's been more than 3 days, the answer is not yet"
Chamindu Yasitha,LK,"Jul 7, 2020",1,They have deleted my entire site…,They have deleted my entire site withing one hour and send me unable to process payment from the card after 3 hours. Before they didn't give any warning. the best part is they didn't even reply to my ticket. If you are using digital ocean keep backups.
Luki,ID,"Jul 6, 2020",1,Unreliable Support & Fraudulent,"Unreliable customer support and fraudulent service. My card was being charged while I didn't get fully working services. Recently, I had a server that its service was not fully accessible. After I had done my stuffs based on what they requested, my service was still not accessible for weeks without any response or action from their support."
Yuriy,UA,"Jul 5, 2020",1,Block outgoing connections on port 25…,"Block outgoing connections on port 25 for no reason. According to their hidden algorithms, because of which you lose customers and money. No more trust and money for DO."
KP Sanu,IN,"Jul 5, 2020",1,Poor service,Poor service. I raised a ticket 7 days back. No reply. Always error showing digigitalocean account. My website visitors killing this
Nick,GB,"Jul 3, 2020",5,"Good experience for years, so surprised at the negative ratings","Having just left a critical review for an appalling company, I thought I'd leave a positive one for one of the companies I rate highly, in this case DO. I have several VM's with them across the EU, US and Asia in place for a number of years, and use extra services such as backups and Spaces. Overall I've found them to be excellent, better priced than Amazon AWS that I also use, support is efficient and helpful, and reliability is good. There are more periods of planned maintenance than one might expect, however our monitoring shows these to have generally no impact. When machines have required migration due to hardware issues, this has also gone without a hitch, and DO have always been helpful in performing migration at a time we have arranged with them when that's been our request. Inevitably they are not going to be the most suitable choice for everyone, but if competent with server management, aware of the risks with any type of hosting and how to manage them, they should be an excellent choice. What I also love is that the filenames of their invoice PDF's are sensibly named with their company name and other relevant details, and not just Invoice.pdf (or worse), showing an understanding of the needs of the customer."
Timur Nardinov,RU,"Updated Jul 6, 2020",5,They refunded money and canceled all subscriptions by request.,"Originally, I had an issue with them, as they were still charging my card though I wasn't using them anymore. My ticket concerning refunds did not get answered for a few days. After posting my reivew here on Trustpilot I got in touch with thier support developer Heather, he solved my issue very quickly and finally I got my money refunded without any problems! Personal thanks to Heather :)"
G.,NL,"Jun 23, 2020",1,Digital Ocean Customer Support Doesn't Help,Digital Ocean doesn't get back to my submitted tickets. There's no customer support at all. It used to be pretty ok but those days are gone it seems.
Ja Red,US,"Jun 23, 2020",1,They Host Scammers,"I been getting hit on my cellphone from sometime now by a lot of phishing attacks. They all lead back to this company hosting them. I have reported them on their website hoping for them to shut down the scammer. But they haven't I submitted numerous amount of reports anonymously of the course of a few weeks. Also look at their reviews I guess this site for scammers hosted by scammers sounds like a match made in heaven... Not sure if you read this here but. What the attack does is they send out mass text to random numbers. They claim that they are with a housing,help program, or financing. They want people basic info to grab that data sell it to other scammers or they use it them selves. I had a fake email and phone. That go hit by IRS, Microsoft, amazon, and apple scams on voice mail. There was no place to send files on their report system. So couldn't show them evidence. But after this I do not wish to speak to them anyway after them not want to do anything about it for week. I wouldn't recommend hosting with them."
Maria Tanjala,GB,"Jun 19, 2020",1,DO deleted years of production after 5 weeks of card expiration - terrible support,"After years of hosting with DigitalOcean, who promote themselves as ""startup-friendly"", the bank card EXPIRED so they have deleted everything after only 5 weeks. They have literally deleted years of production data in our database and provided zero solutions when asked for support. Instead, we were preached about how to make sure we have our bank details up to date. Appalling customer support, no empathy, zero solutions, no apologies whatsoever - just erase history. If you are a startup, there will be no support at the other end of the line so you'd better be off with anyone else."
Blue Amy,SE,"Jun 17, 2020",1,Biggest Spammers nest on planet Earth!,
Vernon Crawford,GB,"Jun 11, 2020",5,Top quality of cleaning...,Top quality of cleaning.... from flack ambulance
Erinç Fırtına,TR,"Jun 8, 2020",1,No support! Not a thing works,"Everything fraud for their system! I can't pay my bill because it does not accept my credit cards. Then they suspend my account and I can't access my droplets but in the meanwhile, they continue to charge. I create 2 tickets for payment and droplet access. 1 week passed still no answer."
Tuhaf Coder,US,"Updated Jun 4, 2020",1,Digital Ocean does not give my backups!!,"I had a server where I installed plesk in digital ocean and hosted several blog sites. Ridiculously, our server and account were suspended under the excuse of abuse content. Although we talked with support dozens of times, although we stated that there was no backup of our websites, we could not even get our website backups. Has anyone experienced this problem before and what can I do about it?"
John Fordham,AU,"Updated Jun 3, 2020",1,Support does NOT EXIST at Digital Ocean: ZIP - ZERO - NADA SUPPORT,"Support does NOT EXIST at Digital Ocean. If you have a problem you are gonna be all on your lonesome here. If you have a website that is important to you or your business - DO NOT HOST IT HERE.......... ......................................................... Sure here is my ticket # [Ticket #3474643] ......................................................... BTW - support ""did reach out to me"" but it's the same old BS support."
Suraj Kadam,IN,"Updated Jun 3, 2020",4,Pricing and flexibility is nice but Support is NOT,"The pricing and flexibility is nice, but no support at all. You are getting good service from them when it is about resources and all. But if you end up caught into some issues, there is no one to help you via support. email support is very slow."
Alex K,US,"Jun 2, 2020",1,If you care about your data,"If you care about your data. DO NOT USE these people. There are several documented cases, where they've intentionally deleted users data as a way to punish them for trivial, fixable policy violations. You get a warning, if you miss the emails, within about 4-5 weeks they'll destroy your data. Don't get sick for long. Don't go on extended vacation without continually checking your email. You have to stay vigilant if you have a DigitalOcean account, or you might just lose everything."
James Halden,GB,"May 27, 2020",1,scammers. do not use at all,"They suspended my account after using the FREE TRIAL for 2 days because of ""suspicious behaviour"" and its now trying to charge me $374.99."
Jonas S.,SE,"May 27, 2020",1,"Account locked, no support","My account was locked after payment and got the message that my account ""match patterns associated with fraudulent behavior, by our automated systems"". Wrote to support, but they haven't replied for a couple of days. Sad because I found them on hosting reviews sites with good ratings and wanted to host using their services."
Jed F,US,"May 21, 2020",3,support is not good,"support is not good, server performance also poor but I like it."
Luka,HR,"May 21, 2020",1,Scammers without customer support,"Scammers without customer support. After signing up and entering my personal and payment information, I was immediately informed that my account has been blocked by their automated systems due to suspicious activity. I opened a support ticket requesting an explanation which has been ignored for 2 weeks, despite numerous attempts to resolve the issue from my side. They're also ignoring my request to delete my personal and payment information as per EU GDPR law, and close the account, for which I filed a complaint with my local EU data protection agency. Avoid, and use other vendors such as Linode instead."
Reviewer,GB,"May 16, 2020",4,Good documentation,"Good online documentation. I have used Digital Ocean for a short time, and feel that their customer department is slow and less eager to help out. May be their products are more suitable for developers rather than simple non-technical people as they offer infrastructure as a service....."
Nicmene,US,"May 16, 2020",1,DO NOT USE DIGITAL OCEAN (AS14061),DO NOT USE DIGITAL OCEAN. Most ISP's will block AS14061. Check your Digital Ocean IP for blacklist. Digital Ocean does not response nor take action against abuse. They are a hacker/spammer friendly haven. We run servers throughout USA & Europe and have full blocks on AS14061.
Naif MS,US,"May 15, 2020",1,THEY LOCKED MY ACCOUNT AFTER I PAID…,THEY LOCKED MY ACCOUNT AFTER I PAID !!!!!!!!
Mike D,GB,"May 15, 2020",1,Do they even have support staff?,"My simple 1 click install worked great apart from the fact that ports were blocked. I've been waiting 9 days for someone to help me out, I've followed my ticket up multiple time and even gone via Twitter. At least they responded in twitter even if it was just to say they have my ticket, however, even after 9 days since submission, I will eventually just cancel because the lack of care for small guys like us doesn't bode well in my opinion. Luckily, I have access to a range of hosts I trust with my serious stuff."
Kevin Walsh,US,"May 12, 2020",1,Fraud Alert!,"Fraud Alert!! Digital Ocean continues to charge my credit card despite multiple requests to close my account and stop all charges. ""Praveen"" in customer service has been completely unhelpful in attempting to resolve this problem. I have asked him multiple times to close my account which has not been used in over a year. The credit card company is refunding charges, but it is extremely annoying to deal with this problem. This is the worst hosting experience I have ever encountered. Beware!!!"
Alan Patterson,IE,"May 11, 2020",1,Account locked after payment,Locked my out of my account after taking payment - have issued a refund but no explanation as to why account was locked at all and no response to support tickets. Very shady.
vendin,RU,"Updated May 9, 2020",1,Help me please Digital Ocean,"I am an ordinary programmer! I worked for several weeks in the digital ocean, everything was fine. At the same time, I was waiting for VPC function, I even talked with support about this. Ticket [# 03389762] I want to enable VPC for my account. At the github I talked with the developers when the functionality appears. github terraform-providers/terraform-provider-digitalocean/issues/415 When it was added, I immediately used it in my project. And Digitalocean blocked my account without explaining the reasons and did not tell me anything. I have 2 tickets with support since April 29 2020 (more 10 days), but they answer me stereotypical template, and in no way help me solve the problem. [# 03432097] Unfair account lockout [# 03412762] Verify Your Account. Please do not repeat the same thing that you write to me constantly. I used the digital ocean, I really like it. I sincerely want to use your service and not go to your competitors, I like Digital Ocean more than Linoda, GCP, AWS, Azura. What should I do to regain access to my account? What have I done wrong ? Why did I deserve such an attitude? I am ready to provide all the documents and pay. Help me please."
Mustafa Şentürk,TR,"May 9, 2020",1,"To the owners,","To the owners, I am 46 years old. My fourth university i am still studying at Yıldız Technical University Computer Engineering program. My second year in school. You can call by phone or mail to university about me. Last nigth 09.05.2020 at 00:05 am i was surfing the internet. I saw a add in Github Pages about the Digital Ocean (50usd free for the github education users) and i wanted to use this opportunity. When i came into digital ocean it me showed that 100USD is free if i join. I decided to join the site. I did whatever the site the digital ocean said to me. I gave the credit card details. I gave My passport fotocopy picture. Then for the validation i used my webcam to send them online for 20 minutes. Then afterwards i gave my telefone mobile number and live contact pictures and videos for 1 hour we established i gave all the details they wanted from me about me. Approximately. more then 1 hour spend my time but i finihed. Afterwards the screen said that it is not acceptable. my APPLICATION did not accepted. Since 46 years, i did not feel this kind of small. It was awful. I am Mustafa Senturk and i am 46 years old and i am a university student and i am a educated github user and I did every thing the digital ocean site wanted from me . All things happened are recorded. And also They are also record all things happened to me. I wrote them several times, emailed them for this abuse to answer back to me for apologize but Unfortunately. They still go back to me. Afterwards never mind, no need to back. This is a racizm. Totaly racizm. Abuse. And all of my rights are secret and i will go to the international court for these disgusting behaviour. Mustafa Senturk"
Andrea,IT,"Updated Nov 26, 2020",5,Good service,"Good service, best price!"
Asaad Naeem,CA,"May 7, 2020",1,Not only does their support suck they…,"Not only does their support suck they wouldn’t refund for me services I never used. I made an account with them and paid but when I realized they don’t use c panel I cancelled. 5 weeks later I get a charge, turns out auto billing was active by default. When I emailed them asking for a refund they didn’t address the refund just gave me instructions on how to turn auto billing off. I had to email again regarding the refund and 3 days later I get a response basically saying that can’t do it. Unbelievable. No wonder they have such bad reviews, I would steer clear of this company."
Viktor S,LV,"May 7, 2020",4,Hosting tool set is fine and very user…,"Hosting tool set is fine and very user friendly, but prices are questionable. I Had no problems with support."
ALEX8,RU,"May 5, 2020",1,IS SHIТ !,IS SHIТ ! My account locked after a card binding ! And support does not answer more 3 days…
Nonn,IE,"May 4, 2020",1,Zero support and their IPs are…,"Zero support and their IPs are targetted by bots for ddos/vulnerability attacks leading to increased resource usage. Switched from my shared hosting account to digitalocean and large scale bot visits spiked, been happening for days now and I am certain it is because their IPs are targetted. I'd recommend trying another service instead of Digialocean."
AVENTUM International Gameservers,DE,"May 1, 2020",3,Limited,"DigitalOcean may have decent hardware, but poor customer service. If you opt to go with DO you should be well aware of your ideas and how to do it, as you can't expect them to assist you if something goes wrong. Pricing is average and products are not outstanding though not bad and ok in what you get. 3/5 from us"
Ameen Cp,IN,"Apr 28, 2020",1,"Worst costumer service, Don't think about starting an account there","DO Block my account immediately after registration, I still don't understand why do they do that, I even submit my passport copy (I don't what they going to with that) and verify my account. then I open a ticket on 24 April 2020, today it's 28 April. 4 days after I still got any response from them and the best part is that they didn't forget to take my 5$ from my card and they have my credit card details."
Nate M.,US,"Apr 28, 2020",5,I've been using DO for a while,"I've been using DO for a while. I have dozens upon dozens of droplets with active sites on them. They are affordable, have good support and never had an issue. Would highly recommend for pros."
customer,DK,"Updated Apr 26, 2020",1,They blocked my account without regular reason,They blocked my account immediately after registration stating that it was fraudulent behavior. After few messages and WEEKS they allowed me verification process where system could not verify my id and current photo. Then I requested to do it manually. After few alerts and WEEKS they still have not answered. Very poor service. Very unresponsive customer service. I DO NOT RECOMMEND!
Phoenix,AU,"Apr 26, 2020",1,Poor customer service.,"We've been using Digital Ocean for a while now, hosting several production servers, and mostly they've BEEN good. However recently, just at the same time as they had major upstream networking issues, our servers started having intermittent connectivity. Our monitoring shows the systems unavailable for several hours in a 24hr period. Of course, after confirming that our servers were running correctly, we lodged a ticket with DO requesting they review the network. Still waiting several days later... I moved our production workloads last night to another provider and, without any changes to the VPS or code (apart from living on a new server) everything is back up and stable. I certainly don't expect a system to be flawless, but several days without response to a critical networking issue makes them untenable as a hosting provider. We won't be going back."
Anibal Damiao,DK,"Apr 24, 2020",1,2 months waiting for legal at…,2 months waiting for legal at DigitalOcean to reply to a very serious legal issue that's sheltered by Digital Ocean. Please consider how you'll get support by Digital Ocean when you happened to need help if you rely your business critical systems in this kind of standard.
Remco Zwaan,IT,"Apr 23, 2020",1,No respone customer service,"Hi, Sends few messages now to DO with no response. Must we wait for a week to get any response? Idea to add more personal to help YOUR customers. We migrating our platform from DO to other company that respond with few hours and also allowed to call them if their are urgent problems. And we pay less. I see a lot of negative reviews about DO. Where is the managent to take action??? remco"
David Ajawu,NG,"Updated Apr 22, 2020",5,Cheapest Offering on the market,There is nowhere you get VM's at the price digital ocean gives their customers. Almost all of the bad reviews are due to billing issues so pay on time and you are good to go.
Dheeraj Mishra,IN,"Apr 19, 2020",1,very bad support,very bad support no one reply me from last 1 days
Cello,GB,"Updated Dec 7, 2020",1,A Platform for Criminals,"DigitalOcean is a software pirates' safe heaven and a hoster behind many notorious software piracy websites such as mactorrents.io, godownloads.net and others. So, DigitalOcean and its directors directly benefit from copyright infringement carried out using their services. The Digital Ocean abuse team seems to be either outsourced to the third-world countries or no-existent. it is only able to send automated replies and not taking any action for weeks and months. I believe this provider should not exist, and its directors and administrators should be taken liable for damages caused by their inability to act in accordance to the copyright law."
Xantia Weiss,NL,"Apr 16, 2020",1,locked my account after payment,
Ethan,US,"Apr 10, 2020",1,Locked my account for trying to pay…,"Locked my account for trying to pay them. As soon as the paypal transfer went through, they locked my account and began ignoring my emails. They told me that even APPEARING fraudulent to their automatic system (By...paying them? No idea how I tripped that) is a violation of their TOS."
Ryan Leach,US,"Updated Apr 8, 2020",1,They were good until I was randomly…,"They were good until I was randomly locked out of my account and all my projects went down. A real big embarrassment for me in front of my clients who active production servers went down. Still no response 24 hours later. I will be transferring all my accounts to another provider and no longer referring to digital ocean any longer. This is really bad service... In response to digital ocean, too little too late. I'm switching all my accounts to AWS, it is really telling that I've gotten a response here before I've gotten a response from their help desk! I'll wait in line like everyone else then delete my account."
Yan,CA,"Apr 7, 2020",1,Account blocked unfairly,"Created a brand new account for the first time and gets blocked!!!! Yes blocked ! Awesome speechless !!! After that impossible to speek with someone. Poor sell service . Please save your time and money, dont go there."
floydeus,US,"Apr 6, 2020",1,Account automatically locked on…,Account automatically locked on purchase with no reason behind it. Support ignores you
Caleb Henry,SG,"Updated Apr 5, 2020",1,Cheat! Stay away from Digital Ocean.,"I have two emails, both received an invitation to sign up for a 60-day trial for $ 100. After payment, we discovered we were cheated by Digital Ocean. Even though after that we're so kind to send a nice ticket to them, but their support team always has different reasons to refuse. I want to emphasize this, I currently use the services of 3 different providers for our customers and they are all professional. Although monthly I pay our server thousands of dollars to maintain customer website. It mean, I don't want to have my money back, I just want to say don't send email around and cheat people like that. This is 2020! I thought maybe I should try Digital Ocean at their invitation. But I received the most terrible experience. I want to emphasize that I do not regret that $ 10, because I still pay thousands of dollars for my services. But the feeling of being cheated is very bad, very bad! Stay away from Digital Ocean."
Md “Seraj” Alam,IN,"Apr 4, 2020",1,Account Locked After Payment,After payment my account is locked. No mails - No information. The support does not answer me and my ticket does not get attention. Scam Company
Daniel M. S.,CL,"Apr 3, 2020",1,Stay away,"Used digitalocean for years without problems, until a created a big droplet for testing something a couple of minutes. Ended the testing, destroyed the virtual machine and done, about 4 dollars of billing, everything was fine. And suddenly, more than 300 dollars were charged to my card, and they only answer with automatic responses. Their customer support does not exists at all and a single fail of their system will get you into this kind of things. Stay away. For real, there's little difference between this and a scam company."
med bouzid,US,"Updated Apr 3, 2020",1,"I hate to leave negative reviews, but read carefully","I hate to leave negative reviews, but you can take a lesson from what happened to me: My credit card got expired and I was waiting for a new one to arrive (things happen in life right?), so I was nice and I DESTROYED all my droplets to prevent more resource-consuming but at that moment I had already $3.24 waiting for payment (which is pennies, and I love to pay it x3 or x10 no problem at all, allow my card to arrive and I will be smiling paying it x10 no problem), BUT... Because most of VC funded company like DigitalOcean are in the game for money alone, they started to send me tons and tons of emails like crazy, here is a screenshot: i.imgur.com /hXRc1ge.png (remove the space after .com) I wish I can show you the full list, there are more when I scroll, all are from digital ocean harassing me to pay that $3.24, it was crazy I was losing my mind, even spammers don't send that much of emails... KEEP READING PLEASE... I contacted them telling them to stop this, and that I will be happy to pay it doubled or tripled or even more, I don't care I just want them to stop this behavior, and for the record, I love to pay the services I use and I love to support others businesses (I'm that kind of loyal customer) BUT... unfortunately, we are just numbers for them, so someone of their support replied to my email saying: ""We apologize for the inconvenience... However, the most effective way to do so is to either pay off the balance and/or deactivate the account."" So imagine yourself, explaining your situation to someone, then terribly he/she replied that the best way to stop those emails is to pay or deactivate my account (my GOD I explained my card was expired and I will pay once it arrives...), how it comes they claim to have good support? That was the reply I got after some days (and yes they have slow support, imagine what will happen to your business waiting for them to tell you BS at the end) CAN YOU SEE THE PICTURE? BUT terrible than that..... THEY SUSPENDED MY ACCOUNT and flagged it for ABUSE!!! can you imagine this? You ask them for support/help and they say.. sure, we are going to flag your account for abuse and suspend it, crazy!!! see this ---> i.imgur.com /CHGx7Ca.png (remove the space after .com) So, I got someone I know to send me $5 to my paypal and paid that $5 just to cover their $3.24 and you know what, my account is still there blocked, I never saw a greedy, money hunger like this in my life, CAN YOU TRUST DIGITALOCEAN FOR YOUR BUSINESS? It's up to you, but once you miss a payment of $1 you will see how happy they are to support you as you support them... some people forget where they come from and forget that without people they are nothing, sad reality, and there is no wonder if someone from their money greedy company writes me a comment with their ""We apologize..."" style, we are not stupid, people are smart, this is 2020 Anyone reading this, look at other comments here in trustpilot, you will conclude that they use the same pattern to treat people like junk, they don't care for anything other than your money, and don't listen to the very few 5 star comments, these people haven't faced any minor issue yet to see the other face of DigitalOcean. In the end, I think I can give DigitalOcean a decent advice (if they have someone to listen at all)... people don't need more ""fashion"" features... so instead of chasing new features, grab friendly humans and understanding people to serve us ""THE PEOPLE"" quicker and nicely, teach your staff that customer is KING ;) oghhh I know... VC capital doesn't understand this!"
Dorian London,GB,"Updated Apr 7, 2020",5,Good Platform,Great product. Their comprehensive knowledgebase has made setting up a new server very easy indeed and just what I was looking for
Rajkumar Maity,IN,"Apr 1, 2020",1,one of the worst service,"one of the worst service. they give you fake trial credit of 100$. I felt in this trap, I was trying out their free credit, without even usage they charged me. F#Ck offffffffffffff. don't use it. I should have seen the review first in Trustpilot."
Sintax,EE,"Mar 30, 2020",1,Automatically Locks Accounts,"Up on inserting billing information, the account gets automatically locked. When opening support ticket about it, no one is even bothering opening my ticket to give me a some vague answer or ask additional information. Worst part is, I have no idea what is being done with my data. Right now my credit card information is sitting in their database, while I have 0 access to services. It is basically phishing."
Peter,NL,"Updated Mar 29, 2020",1,"Sudden outage, no response from support","Was hosting servers with them for more than a year now. Unfortunately my Kubernetes cluster suddenly broke and I could not repair it myself since a server hangs and does not let itself reboot or delete anymore. All attempts through their control panel failed so I raised a ticket. The entire cluster is down, so I need a fix soon! No response from their support for hours and hours and their system is broken. No 99,99% by far this way! I do not recommend them because of very bad support!"
Bubenda,CZ,"Mar 27, 2020",5,Great experience and nice prices…,Great experience and nice prices compared to AWS or Google Cloud
Abdel,GB,"Mar 26, 2020",3,I sincerely like the product but mega…,"I sincerely like the product but mega disappointed by the lack of SUPPORT. I would honestly recommend them over AWS and AZURE with a proper support even just a chat. If you could have just a Chat you could discuss you problem. Instead what happens is the following You send a ticket, after 2 or 3 days you get an answer. You realize the support Engineer did not understand the problem, so you send more screenshot and more details. 1 or 2 Days letter another engineer takes the ticket but he does not read the initial email but only the reply. He answer the wrong question. You lose more ... Few Days later. You restart expplaining the entire problem from the begginning, putting in ticket the issue. NOW Hopping the next engineer will maybe understand the issue.... Still no reply NOR Recommended for critical business as you might lose your customers if something gets wrong. PS: The issue might be from DO or might from the customer this is true. But with proper support you can get help to identify the origin of the problem"
Lee Wisener,GB,"Mar 25, 2020",5,7 years in,"I have been using DigitalOcean since 03rd March 2013 (first billing date) and really happy with them through the years. One or two bumps along the way but dealt with very quickly by support. Would highly recommend, no idea why there are so many negative reviews, well, if you read between the lines of the comments you will understand why ;)"
Maxim J,DE,"Mar 25, 2020",3,In the last days it took digital ocean…,"In the last days it took digital ocean just about an hour to make a 3 GB snapshot and an equal amount of time to build one up, which is quite annoying and interrupting."
Rolf Martin Glomsrud,US,"Mar 24, 2020",1,I paid 5 dollar for a droplet server and got locked out,"I paid 5 dollar for a droplet server, and i immediately got locked out of my account. I cannot do anything and now i am out my money with nothing to show for it. Google says they take 48 hours to answer tickets. Not recommended at all"
James S,GB,"Mar 22, 2020",1,Avoid Digital Ocean -,"I am a 20 year IT professional, specifically a DevOps and Cloud Architect. Digital Ocean are an absolute shambles. Their billing system is completely broken. I have been over charged massively over the past week and their billing team are unresponsive. I am seeking refunds through my credit card company because Digital Ocean are still failing to respond. I will advise everyone to avoid Digital Ocean. Use Google, Azure or Amazon. Or if you want a cheap price, try Linode."
Charles Cook,US,"Mar 19, 2020",1,"Overly complicated, high price for not great speed, won't easily close account!","In our opinion, other hosting products run WP projects just as fast or faster at a lower price with a considerably less complicated control panel and set-up. Also, they did not allow convenient closure of our account. Huge time consuming hassle!"
emad askari,SE,"Mar 18, 2020",1,"Awfull,they closed my account with no…","Awfull,they closed my account with no reason."
E,NO,"Updated Mar 18, 2020",1,If you want to loose money this is the service for you,"After paying the initial ""fee"" they lock you account. This has been an issue for many years now, and they are honestly scamming you. KEEP OUT! Also dont expect an answer"
school of digital vidya,IN,"Updated Mar 18, 2020",1,Digital Ocean is not supporting promptly after raising a ticket,"This issue for our Client Reliable Academy. Yesterday at 16 March 2019 1.57 pm, I have raised the Ticket for having a problem in my link showing a problem of 'The Connection was Reset', My Ticket No is #3312205, But ""Digital Ocean SUpport team"" still don't have any reply for this issue. Kindly Help us to find a Conclusion"
Ilya Moskovkin,VN,"Mar 16, 2020",1,Just started to learn backend and tried…,"Just started to learn back-end and tried to create account on DigitalOcean, after making a 5$ from paypal they immediately locked my newly created account for no reason. Also just look how selectively they answer on other reviews, only few of them get response. So looks really suspicion for me. Stay away from them!"
Chris L.,CA,"Mar 15, 2020",5,Don't listen to the other reviews,"Don't listen to the other reviews. DigitalOcean is a great server platform. I've had no issues with them for the past year. However, watch out as some of their IPs are blacklisted."
Ivaylo Tsochev,BG,"Mar 12, 2020",1,KEEP AWAY,"I'm a junior Web Developer and wanted to try setting up a cloud server for testing purposes. After I tried to register with Digital Ocean, adding my digital Revolut card was declined, then tried with my Visa credit card, it was declined as well, the account locked but still, they CHARGE ME. KEEP AWAY FROM THESE SCAMMERS!!!"
Yassine Zouaoui,RO,"Mar 12, 2020",1,DO NOT USE IT its really scam they took…,"DO NOT USE IT its really scam they took 5$ from my card and they locked my account and i never used DigitalOcean before this time, the card is mine all my information are correct i asked the support and they said ""Your account was found to match patterns associated with fraudulent behavior"" which doesn't make any sense i never even created an account or a server SCAM"
M L,GB,"Mar 6, 2020",1,I got locked out of my account…,"I got locked out of my account immediately after paying 5$ through PayPal. Contrary to what the assumptions of certain users here might be, I am not an international cybercriminal, just a developer in London who's starting out and building my first projects. Wrote to customer service, got nonsensical reply along the lines of 'we have reviewed your account, but it is still locked'. At this point, it isn't customer service but pure guessing game. Why did they lock my account? What do I have to send them to verify my identity? Is there a number I can call to talk to a human? If there's anything they could do to restore my trust, for example that in the future I might not find myself locked out of a big project at a crucial time, then it's more transparency around how access to my account and projects is managed and how I can interact with humans at the company to solve any misunderstandings. Currently, it's just not good enough, and I will be taking my business elsewhere."
Alistair Glemnorangee,DK,"Mar 2, 2020",1,Do not recommend AT ALL.,Do not recommend AT ALL. Closing account for no obvious reason and continue to charge for VM not availible. Support seems to be non existant. Happy that i was testing and not trusting them missioncritical data.
Евгений Купчак,UA,"Feb 29, 2020",1,I received a message right after…,"I received a message right after registration - ""Your account was found to match patterns associated with fraudulent behavior"". I’m not a lover, and just wanted to use the services of the company .."
Oliver Moreno,US,"Updated Feb 28, 2020",1,Worst service in the industry,Worst service in the industry. - No phone number support. - No chat support. It takes more than 48 hours for them to respond to tickets. And they don't care! I am taking my hosting business to another company. Moving my servers to Digital Ocean was the worst decision. ------------------ Update: Entering the 3rd day and still no answer. [Ticket #3273160] I WOULD NEVER RECOMMEND THIS COMPANY!!!!
TrustDriver,FR,"Feb 19, 2020",4,So far so good,"So far so good, an excellent provider with modern interface and afordable service, the guide are also very useful and well documented. Very happy about it !"
Eugene,ID,"Feb 19, 2020",1,Just trying to sign up and register my…,"Just trying to sign up and register my card. Failed many times. And my account locked. Congratulations DigitalOcean, you are now in my blacklist cloud service."
